,cluster_uid,target,sources,n_sources,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
40,85bf787cfe71,SQSTM1,ARID3B;ARNT;ATF3;ATF4;ATF6B;CREB3;CTBP1;CTCF;CXXC1;DMAP1;E4F1;ELF4;EOMES;ETS1;ETV6;EWSR1;FOSL2;GTF2F1;HDAC1;HSF1;ID2;IRF3;JUND;KDM2A;KDM5A;KLF1;KMT2B;LDB1;MBD1;MECP2;MEF2D;MZF1;NCOR2;NFE2L1;NFKB2;NONO;NR4A1;NR4A2;PBX2;PHF1;PML;PPARD;RELA;RUNX3;RXRB;SF1;SFPQ;SND1;SP2;SREBF1;SREBF2;SSRP1;STAT4;TBX21;TCF7;TRIM28;UBTF;USF1;ZBTB17;ZBTB4;ZBTB7A;ZGPAT;ZHX2;ZNF335;ZNF384;ZNF692,66,exp03-coregnet,0.50591,0.5296,0.51259,10.70995,12.17276,8.73445,0.52288,1.61866,0.45126,0.0303,0.1,0.02381
41,7f904d5fc802,SUMO1,ARNT;ATF6;ATF6B;BACH1;BCLAF1;CREB3;CREB5;CTBP1;CTCF;CTNNB1;DMAP1;ELF1;ELF4;ETV6;EWSR1;FLI1;GTF2F1;GTF3A;HDAC1;HHEX;HMGB1;HTATIP2;IRF2;JUN;KDM5A;KLF13;LDB1;LMO2;LRRFIP1;MAFF;MBD1;MBD2;MEF2A;MLX;NFE2L1;NFYC;NR3C1;PBX2;RXRB;SFPQ;SIRT6;SP1;SP100;SRF;STAT5A;STAT5B;UBTF;USF1;VEZF1;YY1;ZBTB17;ZBTB18;ZBTB7A;ZBTB7B;ZGPAT;ZNF217;ZXDC,57,exp03-coregnet,0.52068,0.52287,0.52036,10.91103,11.42749,7.83868,0.52981,1.64328,0.46265,0.05263,0.125,0.03846
42,3d2ba019bb59,TGFB1,ARID3B;ARID5A;ARNT;ATF6B;BCL3;CIC;CREB3;CTBP1;CTCF;CXXC1;DMAP1;E4F1;ELF4;ETV6;EWSR1;FOSL2;GTF2F1;HDAC1;HSF1;IRF3;JUND;KDM2A;KDM5A;KLF1;KMT2B;LDB1;MAZ;MBD1;MBD2;MECP2;MEF2D;MZF1;NCOA3;NCOR2;NFE2L1;NFYC;NONO;NR4A1;PBX2;PHF1;PML;PPARD;RELA;RUNX3;RXRB;SF1;SFPQ;SIRT6;SP2;SREBF1;SREBF2;STAT5A;STAT6;TRIM28;UBTF;USF1;YY1;ZBTB17;ZBTB7A;ZGPAT;ZHX2;ZNF335;ZNF384;ZNF692,64,exp03-coregnet,0.52703,0.5291,0.53299,13.39809,13.18027,10.64494,0.51792,1.61732,0.44393,0.10938,0.09091,0.05224
43,7b9c0564280a,TGFBR2,ATF3;BACH1;CREB5;EOMES;FLI1;HHEX;HTATIP2;IRF2;KLF13;MAFF;MEF2A;NR4A1;RUNX3;TBX21;ZBTB18;ZBTB7B;ZNF217,17,exp03-coregnet,0.45404,0.53799,0.46569,4.86373,10.45514,3.16409,0.63111,1.88028,0.57971,0.05882,0.02564,0.01818
44,d1fa9535e472,TIMP1,ARID5A;ATF3;BCL3;BHLHE40;CEBPB;ENO1;ERF;FOS;FOSL2;HHEX;HIF1A;HMGA1;JUN;JUNB;JUND;KLF2;MAFF;NFKB2;NR4A1;NR4A2;PHF1;PPARD;RELA;RELB;RUNX3;STAT4;ZBTB4;ZHX2,28,exp03-coregnet,0.56129,0.64683,0.55776,13.27761,33.8095,8.02154,0.5814,1.95727,0.48292,0.28571,0.21053,0.13793
45,b8f2046280c7,TKT,ARID3A;ARNT;ATF3;ATF6;BCL6;BHLHE40;CEBPA;CEBPD;CREB5;ELF4;HHEX;HLX;HTATIP2;JDP2;JUN;MAFF;MBD2;MEF2B;MLX;MLXIP;MNT;NFYC;NR4A1;PBX2;RARA;RXRB;SIRT6;SP1;SPI1;STAT5A;STAT5B;STAT6;TFEB;TRIM21;USF1;ZBTB18;ZBTB7B;ZGPAT;ZXDC,39,exp03-coregnet,0.49933,0.52249,0.4991,8.68567,15.87651,4.58191,0.58054,1.79932,0.50997,0.07692,0.10714,0.04688
46,8c14305a154f,TNFSF10,ATF3;BHLHE40;DDIT3;EGR1;EOMES;FOS;HHEX;JUN;JUND;MAFF;NR4A1;NR4A2;PHF1;RLF;RUNX3;TBX21,16,exp03-coregnet,0.53958,0.6625,0.53056,11.03097,38.3722,7.36661,0.58047,1.97793,0.49493,0.1875,0.07692,0.05769
47,76bad67a319c,TXN,ATF3;BHLHE40;EGR1;EOMES;ETS1;FOS;HMGB2;HTATIP2;JUN;JUND;MAFF;NR4A1;NR4A2;PHF1;RUNX3;STAT4;TBX21;ZBTB4,18,exp03-coregnet,0.51471,0.64924,0.49782,10.12457,36.86742,6.07521,0.56728,1.87873,0.48196,0.05556,0.05,0.02703
48,2c5477f20085,VEGFA,ATF3;BCL6;BHLHE40;CEBPA;CEBPD;CREB5;HHEX;HTATIP2;JUN;KLF13;MAFF;MEF2A;NFE2;NR4A1;NR4A2;ZBTB7B,16,exp03-coregnet,0.52778,0.61667,0.51389,11.69605,23.66379,6.5384,0.59525,1.87572,0.53001,0.375,0.04225,0.03947
49,58bcf48ee2d0,VIM,ARID3A;ARNT;ATF3;ATF6;ATF6B;BACH1;BATF;CEBPA;CREB5;CTBP1;ELF4;EOMES;EP300;EWSR1;HHEX;HTATIP2;ING4;JDP2;KLF13;KLF16;LDB1;MAFF;MBD2;MEF2A;MLX;NFKB1;NFYC;NR4A2;PBX2;RARA;RXRB;SIRT6;SP1;SP100;SPI1;SRF;STAT5B;TFEB;TRIM21;USF1;VEZF1;ZBTB18;ZBTB7A;ZBTB7B;ZGPAT;ZNF217,46,exp03-coregnet,0.50612,0.52689,0.51111,8.99937,12.54012,6.35227,0.55887,1.76253,0.48587,0.08696,0.08,0.04348
